0;0,5
0,00125;0,617537397
0,0025;0,733445364
0,00375;0,846117057
0,005;0,9539905
0,00625;1,055570233
0,0075;1,149448048
0,00875;1,234322509
0,01;1,309016994
0,01125;1,372496007
0,0125;1,423879533
0,01375;1,462455236
0,015;1,487688341
0,01625;1,499229036
0,0175;1,496917334
0,01875;1,48078528
0,02;1,451056516
0,02125;1,408143174
0,0225;1,352640164
0,02375;1,285316931
0,025;1,207106781
0,02625;1,119093949
0,0275;1,022498565
0,02875;0,918659738
0,03;0,809016994
0,03125;0,695090322
0,0325;0,578459096
0,03375;0,460740184
0,035;0,343565535
0,03625;0,22855955
0,0375;0,117316568
0,03875;0,011378759
0,04;-0,087785252
0,04125;-0,178800746
0,0425;-0,260405966
0,04375;-0,331469612
0,045;-0,391006524
0,04625;-0,438191336
0,0475;-0,47236992
0,04875;-0,493068457
0,05;-0,5
0,05125;-0,493068457
0,0525;-0,47236992
0,05375;-0,438191336
0,055;-0,391006524
0,05625;-0,331469612
0,0575;-0,260405966
0,05875;-0,178800746
0,06;-0,087785252
0,06125;0,011378759
0,0625;0,117316568
0,06375;0,22855955
0,065;0,343565535
0,06625;0,460740184
0,0675;0,578459096
0,06875;0,695090322
0,07;0,809016994
0,07125;0,918659738
0,0725;1,022498565
0,07375;1,119093949
0,075;1,207106781
0,07625;1,285316931
0,0775;1,352640164
0,07875;1,408143174
0,08;1,451056516
0,08125;1,48078528
0,0825;1,496917334
0,08375;1,499229036
0,085;1,487688341
0,08625;1,462455236
0,0875;1,423879533
0,08875;1,372496007
0,09;1,309016994
0,09125;1,234322509
0,0925;1,149448048
0,09375;1,055570233
0,095;0,9539905
0,09625;0,846117057
0,0975;0,733445364
0,09875;0,617537397
