0;0
0,003333333;0,618033989
0,006666667;1,175570505
0,01;1,618033989
0,013333333;1,902113033
0,016666667;2
0,02;1,902113033
0,023333333;1,618033989
0,026666667;1,175570505
0,03;0,618033989
0,033333333;2,4503E-16
0,036666667;-0,618033989
0,04;-1,175570505
0,043333333;-1,618033989
0,046666667;-1,902113033
0,05;-2
0,053333333;-1,902113033
0,056666667;-1,618033989
0,06;-1,175570505
0,063333333;-0,618033989
0,066666667;-4,90059E-16
0,07;0,618033989
0,073333333;1,175570505
0,076666667;1,618033989
0,08;1,902113033
0,083333333;2
0,086666667;1,902113033
0,09;1,618033989
0,093333333;1,175570505
0,096666667;0,618033989
0,1;1,49459E-14
0,103333333;-0,618033989
0,106666667;-1,175570505
0,11;-1,618033989
0,113333333;-1,902113033
0,116666667;-2
0,12;-1,902113033
0,123333333;-1,618033989
0,126666667;-1,175570505
0,13;-0,618033989
0,133333333;-2,22964E-14
0,136666667;0,618033989
0,14;1,175570505
0,143333333;1,618033989
0,146666667;1,902113033
0,15;2
0,153333333;1,902113033
0,156666667;1,618033989
0,16;1,175570505
0,163333333;0,618033989
0,166666667;3,67523E-14
0,17;-0,618033989
0,173333333;-1,175570505
0,176666667;-1,618033989
0,18;-1,902113033
0,183333333;-2
0,186666667;-1,902113033
0,19;-1,618033989
0,193333333;-1,175570505
0,196666667;-0,618033989
0,2;-5,12082E-14
0,203333333;0,618033989
0,206666667;1,175570505
0,21;1,618033989
0,213333333;1,902113033
0,216666667;2
0,22;1,902113033
0,223333333;1,618033989
0,226666667;1,175570505
0,23;0,618033989
0,233333333;5,85586E-14
0,236666667;-0,618033989
0,24;-1,175570505
0,243333333;-1,618033989
0,246666667;-1,902113033
0,25;-2
0,253333333;-1,902113033
0,256666667;-1,618033989
0,26;-1,175570505
0,263333333;-0,618033989
